Country or Area,Year,Value,Value Footnotes
Czech Republic,2013,26740,
Czech Republic,2012,26610,
Czech Republic,2011,26270,
Czech Republic,2010,25020,
Czech Republic,2009,25210,
Czech Republic,2008,25350,
Czech Republic,2007,24950,
Czech Republic,2006,22950,
Czech Republic,2005,21280,
Czech Republic,2004,20010,
Czech Republic,2003,18930,
Czech Republic,2002,17680,
Czech Republic,2001,17170,
Czech Republic,2000,16000,
Czech Republic,1999,15120,
Czech Republic,1998,14790,
Czech Republic,1997,14720,
Czech Republic,1996,14500,
Czech Republic,1995,13690,
Czech Republic,1994,12730,
Czech Republic,1993,12120,
Czech Republic,1992,11760,
Denmark,2013,44950,
Denmark,2012,43890,
Denmark,2011,43700,
Denmark,2010,42500,
Denmark,2009,40170,
Denmark,2008,41290,
Denmark,2007,38840,
Denmark,2006,37660,
Denmark,2005,34340,
Denmark,2004,33270,
Denmark,2003,31040,
Denmark,2002,31230,
Denmark,2001,29830,
Denmark,2000,28980,
Denmark,1999,27310,
Denmark,1998,26350,
Denmark,1997,25370,
Denmark,1996,24170,
Denmark,1995,23100,
Denmark,1994,21980,
Denmark,1993,20440,
Denmark,1992,19910,
Denmark,1991,19070,
Denmark,1990,18280,
Djibouti,2005,2180,
Djibouti,2004,2080,
Djibouti,2003,1950,
Djibouti,2002,1780,
Djibouti,2001,1730,
Djibouti,2000,1690,
Djibouti,1999,1670,
Djibouti,1998,1630,
Djibouti,1997,1650,
Djibouti,1996,1670,
Djibouti,1995,1750,
Djibouti,1994,1800,
Djibouti,1993,1840,
Djibouti,1992,1950,
Djibouti,1991,1960,
Dominica,2013,10060,
Dominica,2012,9970,
Dominica,2011,10120,
Dominica,2010,9970,
Dominica,2009,9690,
Dominica,2008,9620,
Dominica,2007,8730,
Dominica,2006,8100,
Dominica,2005,7190,
Dominica,2004,6910,
Dominica,2003,6630,
Dominica,2002,6020,
Dominica,2001,6110,
Dominica,2000,5660,
Dominica,1999,5630,
Dominica,1998,5700,
Dominica,1997,5290,
Dominica,1996,5030,
Dominica,1995,4910,
Dominica,1994,4750,
Dominica,1993,4690,
Dominica,1992,4490,
Dominica,1991,4290,
Dominica,1990,4180,
Dominican Republic,2013,11630,
Dominican Republic,2012,11190,
Dominican Republic,2011,10860,
Dominican Republic,2010,10520,
Dominican Republic,2009,9680,
Dominican Republic,2008,9640,
Dominican Republic,2007,9170,
Dominican Republic,2006,8340,
Dominican Republic,2005,7380,
Dominican Republic,2004,6460,
Dominican Republic,2003,6410,
Dominican Republic,2002,6550,
Dominican Republic,2001,6190,
Dominican Republic,2000,6040,
Dominican Republic,1999,5670,
Dominican Republic,1998,5340,
Dominican Republic,1997,5020,
Dominican Republic,1996,4650,
Dominican Republic,1995,4310,
Dominican Republic,1994,4070,
Dominican Republic,1993,3940,
Dominican Republic,1992,3720,
Dominican Republic,1991,3360,
Dominican Republic,1990,3270,
East Asia & Pacific (all income levels),2013,13780,
East Asia & Pacific (all income levels),2012,12980,
East Asia & Pacific (all income levels),2011,12139,
East Asia & Pacific (all income levels),2010,11359,
East Asia & Pacific (all income levels),2009,10468,
East Asia & Pacific (all income levels),2008,10139,
East Asia & Pacific (all income levels),2007,9513,
East Asia & Pacific (all income levels),2006,8571,
East Asia & Pacific (all income levels),2005,7773,
East Asia & Pacific (all income levels),2004,7168,
East Asia & Pacific (all income levels),2003,6602,
East Asia & Pacific (all income levels),2002,6145,
East Asia & Pacific (all income levels),2001,5794,
East Asia & Pacific (all income levels),2000,5515,
East Asia & Pacific (all income levels),1999,5138,
East Asia & Pacific (all income levels),1998,4919,
East Asia & Pacific (all income levels),1997,4953,
East Asia & Pacific (all income levels),1996,4691,
East Asia & Pacific (all income levels),1995,4390,
East Asia & Pacific (all income levels),1994,4112,
East Asia & Pacific (all income levels),1993,3830,
East Asia & Pacific (all income levels),1992,3555,
East Asia & Pacific (all income levels),1991,3335,
East Asia & Pacific (all income levels),1990,3124,
East Asia & Pacific (developing only),2013,10728,
East Asia & Pacific (developing only),2012,9976,
East Asia & Pacific (developing only),2011,9151,
East Asia & Pacific (developing only),2010,8417,
East Asia & Pacific (developing only),2009,7660,
East Asia & Pacific (developing only),2008,7172,
East Asia & Pacific (developing only),2007,6523,
East Asia & Pacific (developing only),2006,5708,
East Asia & Pacific (developing only),2005,5028,
East Asia & Pacific (developing only),2004,4500,
East Asia & Pacific (developing only),2003,4057,
East Asia & Pacific (developing only),2002,3637,
East Asia & Pacific (developing only),2001,3358,
East Asia & Pacific (developing only),2000,3129,
East Asia & Pacific (developing only),1999,2878,
East Asia & Pacific (developing only),1998,2715,
East Asia & Pacific (developing only),1997,2708,
East Asia & Pacific (developing only),1996,2516,
East Asia & Pacific (developing only),1995,2296,
East Asia & Pacific (developing only),1994,2092,
East Asia & Pacific (developing only),1993,1869,
East Asia & Pacific (developing only),1992,1639,
East Asia & Pacific (developing only),1991,1466,
East Asia & Pacific (developing only),1990,1359,
Ecuador,2013,10720,
Ecuador,2012,10260,
Ecuador,2011,9730,
Ecuador,2010,8990,
Ecuador,2009,8670,
Ecuador,2008,8670,
Ecuador,2007,8010,
Ecuador,2006,7760,
Ecuador,2005,7310,
Ecuador,2004,6800,
Ecuador,2003,6260,
Ecuador,2002,6100,
Ecuador,2001,5820,
Ecuador,2000,5450,
Ecuador,1999,5430,
Ecuador,1998,5890,
Ecuador,1997,5790,
Ecuador,1996,5550,
Ecuador,1995,5480,
Ecuador,1994,5350,
Ecuador,1993,5110,
Ecuador,1992,4970,
Ecuador,1991,4800,
Ecuador,1990,4490,
"Egypt, Arab Rep.",2013,10790,
"Egypt, Arab Rep.",2012,10610,
"Egypt, Arab Rep.",2011,10360,
"Egypt, Arab Rep.",2010,10200,
"Egypt, Arab Rep.",2009,9950,
"Egypt, Arab Rep.",2008,9660,
"Egypt, Arab Rep.",2007,9000,
"Egypt, Arab Rep.",2006,8300,
"Egypt, Arab Rep.",2005,7600,
"Egypt, Arab Rep.",2004,7170,
"Egypt, Arab Rep.",2003,6820,
"Egypt, Arab Rep.",2002,6610,
"Egypt, Arab Rep.",2001,6520,
"Egypt, Arab Rep.",2000,6250,
"Egypt, Arab Rep.",1999,5900,
"Egypt, Arab Rep.",1998,5590,
"Egypt, Arab Rep.",1997,5390,
"Egypt, Arab Rep.",1996,5080,
"Egypt, Arab Rep.",1995,4800,
"Egypt, Arab Rep.",1994,4540,
"Egypt, Arab Rep.",1993,4300,
"Egypt, Arab Rep.",1992,4160,
"Egypt, Arab Rep.",1991,3960,
"Egypt, Arab Rep.",1990,3800,
El Salvador,2013,7490,
El Salvador,2012,7300,
El Salvador,2011,7150,
El Salvador,2010,6910,
El Salvador,2009,6760,
El Salvador,2008,7020,
El Salvador,2007,6810,
El Salvador,2006,6410,
El Salvador,2005,5970,
El Salvador,2004,5610,
El Salvador,2003,5380,
El Salvador,2002,5200,
El Salvador,2001,5050,
